year,location,type_of_crime,incidents,rate_per_100k
2013,Ontario ,Robbery,8918,66.01
2013,Ontario ,Sexual violations against children,799,5.91
2013,Ontario ,"Theft over $5,000",4138,30.63
2013,Ontario ,"Theft under $5,000",159813,1182.86
2013,Ontario ,Trespass,717,5.31
2013,Ontario ,Weapons violations,3750,27.76
2013,Prince Edward Island ,Attempted murder,0,0
2013,Prince Edward Island ,Child pornography,0,0
2013,Prince Edward Island ,Counterfeiting,2,1.39
2013,Prince Edward Island ,Drug violations,273,189.46
2013,Prince Edward Island ,Facilitate terrorist activit,0,0
2013,Prince Edward Island ,Firearms related crime,3,2.08
2013,Prince Edward Island ,Fraud,438,303.97
2013,Prince Edward Island ,Homicide,1,0.69
2013,Prince Edward Island ,Impaired driving,444,308.13
2013,Prince Edward Island ,Motor vehicle theft,120,83.28
2013,Prince Edward Island ,Prostitution,1,0.69
2013,Prince Edward Island ,Public incitement of hatred,0,0
2013,Prince Edward Island ,Robbery,23,15.96
2013,Prince Edward Island ,Sexual violations against children,13,9.02
2013,Prince Edward Island ,"Theft over $5,000",27,18.74
2013,Prince Edward Island ,"Theft under $5,000",3304,2292.95
2013,Prince Edward Island ,Trespass,69,47.89
2013,Prince Edward Island ,Weapons violations,27,18.74
2013,Quebec ,Attempted murder,161,1.98
2013,Quebec ,Child pornography,0,0
2013,Quebec ,Counterfeiting,215,2.65
2013,Quebec ,Drug violations,22544,277.95
2013,Quebec ,Facilitate terrorist activit,0,0
2013,Quebec ,Firearms related crime,358,4.41
2013,Quebec ,Fraud,12808,157.91
2013,Quebec ,Homicide,70,0.86
2013,Quebec ,Impaired driving,15575,192.03
2013,Quebec ,Motor vehicle theft,17713,218.39
2013,Quebec ,Prostitution,228,2.81
2013,Quebec ,Public incitement of hatred,29,0.36
2013,Quebec ,Robbery,4859,59.91
2013,Quebec ,Sexual violations against children,1441,17.77
2013,Quebec ,"Theft over $5,000",3896,48.03
2013,Quebec ,"Theft under $5,000",74865,923.02
2013,Quebec ,Trespass,285,3.51
2013,Quebec ,Weapons violations,1638,20.2
2013,Saskatchewan ,Attempted murder,26,2.36
2013,Saskatchewan ,Child pornography,0,0
2013,Saskatchewan ,Counterfeiting,1,0.09
2013,Saskatchewan ,Drug violations,5170,470.11
2013,Saskatchewan ,Facilitate terrorist activit,0,0
2013,Saskatchewan ,Firearms related crime,194,17.64
2013,Saskatchewan ,Fraud,3915,355.99
2013,Saskatchewan ,Homicide,31,2.82
2013,Saskatchewan ,Impaired driving,7042,640.34
2013,Saskatchewan ,Motor vehicle theft,4280,389.18
2013,Saskatchewan ,Prostitution,275,25.01
2013,Saskatchewan ,Public incitement of hatred,1,0.09
2013,Saskatchewan ,Robbery,872,79.29
2013,Saskatchewan ,Sexual violations against children,245,22.28
2013,Saskatchewan ,"Theft over $5,000",522,47.47
2013,Saskatchewan ,"Theft under $5,000",17335,1576.29
2013,Saskatchewan ,Trespass,66,6
2013,Saskatchewan ,Weapons violations,866,78.75
2013,Yukon ,Attempted murder,1,2.74
2013,Yukon ,Child pornography,0,0
2013,Yukon ,Counterfeiting,0,0
2013,Yukon ,Drug violations,210,575.01
2013,Yukon ,Facilitate terrorist activit,0,0
2013,Yukon ,Firearms related crime,5,13.69
2013,Yukon ,Fraud,97,265.6
2013,Yukon ,Homicide,0,0
2013,Yukon ,Impaired driving,404,1106.21
2013,Yukon ,Motor vehicle theft,190,520.25
2013,Yukon ,Prostitution,2,5.48
2013,Yukon ,Public incitement of hatred,0,0
2013,Yukon ,Robbery,9,24.64
2013,Yukon ,Sexual violations against children,12,32.86
2013,Yukon ,"Theft over $5,000",25,68.45
2013,Yukon ,"Theft under $5,000",979,2680.65
2013,Yukon ,Trespass,8,21.91
2013,Yukon ,Weapons violations,30,82.14
2014,Alberta ,Attempted murder,43,1.05
2014,Alberta ,Child pornography,0,0
2014,Alberta ,Counterfeiting,34,0.83
2014,Alberta ,Drug violations,13290,325.44
2014,Alberta ,Facilitate terrorist activit,3,0.07
2014,Alberta ,Firearms related crime,354,8.67
2014,Alberta ,Fraud,13354,327.01
2014,Alberta ,Homicide,106,2.6
2014,Alberta ,Impaired driving,14234,348.56
2014,Alberta ,Motor vehicle theft,16648,407.67
2014,Alberta ,Prostitution,208,5.09
2014,Alberta ,Public incitement of hatred,7,0.17
2014,Alberta ,Robbery,2725,66.73
2014,Alberta ,Sexual violations against children,475,11.63
2014,Alberta ,"Theft over $5,000",2463,60.31
2014,Alberta ,"Theft under $5,000",68430,1675.71
2014,Alberta ,Trespass,325,7.96
2014,Alberta ,Weapons violations,2463,60.31
2014,British Columbia ,Attempted murder,92,1.95
2014,British Columbia ,Child pornography,0,0
2014,British Columbia ,Counterfeiting,102,2.17
2014,British Columbia ,Drug violations,24321,516.69
2014,British Columbia ,Facilitate terrorist activit,3,0.06
2014,British Columbia ,Firearms related crime,205,4.36
2014,British Columbia ,Fraud,13371,284.06
2014,British Columbia ,Homicide,89,1.89
2014,British Columbia ,Impaired driving,12657,268.89
2014,British Columbia ,Motor vehicle theft,15009,318.86
2014,British Columbia ,Prostitution,198,4.21
2014,British Columbia ,Public incitement of hatred,4,0.08
2014,British Columbia ,Robbery,3392,72.06
2014,British Columbia ,Sexual violations against children,683,14.51
2014,British Columbia ,"Theft over $5,000",2563,54.45
2014,British Columbia ,"Theft under $5,000",113030,2401.26
2014,British Columbia ,Trespass,791,16.8
2014,British Columbia ,Weapons violations,3088,65.6
2014,Manitoba ,Attempted murder,19,1.49
2014,Manitoba ,Child pornography,0,0
2014,Manitoba ,Counterfeiting,13,1.02
2014,Manitoba ,Drug violations,3350,261.92
2014,Manitoba ,Facilitate terrorist activit,0,0
2014,Manitoba ,Firearms related crime,132,10.32
2014,Manitoba ,Fraud,2357,184.28
2014,Manitoba ,Homicide,45,3.52
2014,Manitoba ,Impaired driving,2780,217.35
2014,Manitoba ,Motor vehicle theft,3815,298.28
2014,Manitoba ,Prostitution,58,4.53
2014,Manitoba ,Public incitement of hatred,0,0
2014,Manitoba ,Robbery,1531,119.7
2014,Manitoba ,Sexual violations against children,207,16.18
2014,Manitoba ,"Theft over $5,000",422,32.99
2014,Manitoba ,"Theft under $5,000",16991,1328.45
2014,Manitoba ,Trespass,56,4.38
2014,Manitoba ,Weapons violations,885,69.19
2014,New Brunswick ,Attempted murder,9,1.19
2014,New Brunswick ,Child pornography,0,0
2014,New Brunswick ,Counterfeiting,3,0.4
2014,New Brunswick ,Drug violations,1638,215.82
2014,New Brunswick ,Facilitate terrorist activit,0,0
2014,New Brunswick ,Firearms related crime,38,5.01
2014,New Brunswick ,Fraud,1557,205.14
2014,New Brunswick ,Homicide,10,1.32
2014,New Brunswick ,Impaired driving,1712,225.57
2014,New Brunswick ,Motor vehicle theft,1010,133.07
2014,New Brunswick ,Prostitution,26,3.43
2014,New Brunswick ,Public incitement of hatred,0,0
2014,New Brunswick ,Robbery,148,19.5
2014,New Brunswick ,Sexual violations against children,125,16.47
2014,New Brunswick ,"Theft over $5,000",189,24.9
2014,New Brunswick ,"Theft under $5,000",7591,1000.16
2014,New Brunswick ,Trespass,161,21.21
2014,New Brunswick ,Weapons violations,181,23.85
2014,Newfoundland and Labrador,Attempted murder,1,0.19
2014,Newfoundland and Labrador,Child pornography,0,0
2014,Newfoundland and Labrador,Counterfeiting,0,0
2014,Newfoundland and Labrador,Drug violations,1208,228.72
2014,Newfoundland and Labrador,Facilitate terrorist activit,0,0
2014,Newfoundland and Labrador,Firearms related crime,28,5.3
2014,Newfoundland and Labrador,Fraud,1078,204.11
2014,Newfoundland and Labrador,Homicide,2,0.38
2014,Newfoundland and Labrador,Impaired driving,1574,298.02
2014,Newfoundland and Labrador,Motor vehicle theft,486,92.02
2014,Newfoundland and Labrador,Prostitution,8,1.51
2014,Newfoundland and Labrador,Public incitement of hatred,1,0.19
2014,Newfoundland and Labrador,Robbery,160,30.29
2014,Newfoundland and Labrador,Sexual violations against children,102,19.31
2014,Newfoundland and Labrador,"Theft over $5,000",244,46.2
2014,Newfoundland and Labrador,"Theft under $5,000",5831,1104.02
2014,Newfoundland and Labrador,Trespass,17,3.22
2014,Newfoundland and Labrador,Weapons violations,206,39
2014,Northwest Territories ,Attempted murder,2,4.56
2014,Northwest Territories ,Child pornography,0,0
2014,Northwest Territories ,Counterfeiting,0,0
2014,Northwest Territories ,Drug violations,494,1125.7
2014,Northwest Territories ,Facilitate terrorist activit,0,0
2014,Northwest Territories ,Firearms related crime,5,11.39
2014,Northwest Territories ,Fraud,112,255.22
2014,Northwest Territories ,Homicide,3,6.84
2014,Northwest Territories ,Impaired driving,582,1326.22
2014,Northwest Territories ,Motor vehicle theft,197,448.91
2014,Northwest Territories ,Prostitution,2,4.56
2014,Northwest Territories ,Public incitement of hatred,0,0
2014,Northwest Territories ,Robbery,20,45.57
2014,Northwest Territories ,Sexual violations against children,17,38.74
2014,Northwest Territories ,"Theft over $5,000",20,45.57
2014,Northwest Territories ,"Theft under $5,000",851,1939.2
2014,Northwest Territories ,Trespass,8,18.23
2014,Northwest Territories ,Weapons violations,42,95.71
2014,Nova Scotia ,Attempted murder,57,6.07
2014,Nova Scotia ,Child pornography,0,0
2014,Nova Scotia ,Counterfeiting,3,0.32
2014,Nova Scotia ,Drug violations,3168,337.54
2014,Nova Scotia ,Facilitate terrorist activit,0,0
2014,Nova Scotia ,Firearms related crime,49,5.22
2014,Nova Scotia ,Fraud,2482,264.45
2014,Nova Scotia ,Homicide,6,0.64
2014,Nova Scotia ,Impaired driving,2862,304.94
2014,Nova Scotia ,Motor vehicle theft,1075,114.54
2014,Nova Scotia ,Prostitution,61,6.5
2014,Nova Scotia ,Public incitement of hatred,5,0.53
2014,Nova Scotia ,Robbery,280,29.83
2014,Nova Scotia ,Sexual violations against children,133,14.17
2014,Nova Scotia ,"Theft over $5,000",254,27.06
2014,Nova Scotia ,"Theft under $5,000",13402,1427.95
2014,Nova Scotia ,Trespass,212,22.59
2014,Nova Scotia ,Weapons violations,613,65.31
2014,Nunavut ,Attempted murder,6,16.68
2014,Nunavut ,Child pornography,0,0
2014,Nunavut ,Counterfeiting,0,0
2014,Nunavut ,Drug violations,251,697.78
2014,Nunavut ,Facilitate terrorist activit,0,0
2014,Nunavut ,Firearms related crime,25,69.5
2014,Nunavut ,Fraud,64,177.92
2014,Nunavut ,Homicide,4,11.12
2014,Nunavut ,Impaired driving,201,558.78
2014,Nunavut ,Motor vehicle theft,94,261.32
2014,Nunavut ,Prostitution,3,8.34
2014,Nunavut ,Public incitement of hatred,0,0
2014,Nunavut ,Robbery,19,52.82
2014,Nunavut ,Sexual violations against children,34,94.52
2014,Nunavut ,"Theft over $5,000",9,25.02
2014,Nunavut ,"Theft under $5,000",385,1070.31
2014,Nunavut ,Trespass,3,8.34
2014,Nunavut ,Weapons violations,38,105.64
2014,Ontario ,Attempted murder,202,1.48
2014,Ontario ,Child pornography,0,0
2014,Ontario ,Counterfeiting,193,1.42
2014,Ontario ,Drug violations,30252,222.15
2014,Ontario ,Facilitate terrorist activit,6,0.04
2014,Ontario ,Firearms related crime,507,3.72
2014,Ontario ,Fraud,30335,222.76
2014,Ontario ,Homicide,156,1.15
2014,Ontario ,Impaired driving,15159,111.32
2014,Ontario ,Motor vehicle theft,15954,117.16
2014,Ontario ,Prostitution,269,1.98
2014,Ontario ,Public incitement of hatred,3,0.02
2014,Ontario ,Robbery,7617,55.94
2014,Ontario ,Sexual violations against children,952,6.99
2014,Ontario ,"Theft over $5,000",4116,30.23
2014,Ontario ,"Theft under $5,000",156074,1146.12
2014,Ontario ,Trespass,692,5.08
2014,Ontario ,Weapons violations,3742,27.48
2014,Prince Edward Island ,Attempted murder,1,0.69
2014,Prince Edward Island ,Child pornography,0,0
2014,Prince Edward Island ,Counterfeiting,0,0
2014,Prince Edward Island ,Drug violations,258,178.82
2014,Prince Edward Island ,Facilitate terrorist activit,0,0
2014,Prince Edward Island ,Firearms related crime,6,4.16
2014,Prince Edward Island ,Fraud,415,287.63
2014,Prince Edward Island ,Homicide,3,2.08
2014,Prince Edward Island ,Impaired driving,410,284.16
2014,Prince Edward Island ,Motor vehicle theft,80,55.45
2014,Prince Edward Island ,Prostitution,2,1.39
2014,Prince Edward Island ,Public incitement of hatred,0,0
2014,Prince Edward Island ,Robbery,28,19.41
2014,Prince Edward Island ,Sexual violations against children,18,12.48
2014,Prince Edward Island ,"Theft over $5,000",32,22.18
2014,Prince Edward Island ,"Theft under $5,000",2356,1632.9
2014,Prince Edward Island ,Trespass,26,18.02
2014,Prince Edward Island ,Weapons violations,17,11.78
2014,Quebec ,Attempted murder,163,2
2014,Quebec ,Child pornography,0,0
2014,Quebec ,Counterfeiting,225,2.76
2014,Quebec ,Drug violations,22350,274.23
2014,Quebec ,Facilitate terrorist activit,1,0.01
2014,Quebec ,Firearms related crime,321,3.94
2014,Quebec ,Fraud,12360,151.65
2014,Quebec ,Homicide,70,0.86
2014,Quebec ,Impaired driving,15135,185.7
2014,Quebec ,Motor vehicle theft,15182,186.28
2014,Quebec ,Prostitution,123,1.51
2014,Quebec ,Public incitement of hatred,28,0.34
2014,Quebec ,Robbery,4067,49.9
2014,Quebec ,Sexual violations against children,1532,18.8
2014,Quebec ,"Theft over $5,000",3337,40.94
2014,Quebec ,"Theft under $5,000",68658,842.41
2014,Quebec ,Trespass,318,3.9
2014,Quebec ,Weapons violations,1608,19.73
2014,Saskatchewan ,Attempted murder,35,3.14
2014,Saskatchewan ,Child pornography,0,0
2014,Saskatchewan ,Counterfeiting,13,1.17
2014,Saskatchewan ,Drug violations,3676,330.28
2014,Saskatchewan ,Facilitate terrorist activit,0,0
2014,Saskatchewan ,Firearms related crime,181,16.26
2014,Saskatchewan ,Fraud,3599,323.37
2014,Saskatchewan ,Homicide,24,2.16
2014,Saskatchewan ,Impaired driving,6776,608.82
2014,Saskatchewan ,Motor vehicle theft,4347,390.57
2014,Saskatchewan ,Prostitution,86,7.73
2014,Saskatchewan ,Public incitement of hatred,1,0.09
2014,Saskatchewan ,Robbery,919,82.57
2014,Saskatchewan ,Sexual violations against children,237,21.29
2014,Saskatchewan ,"Theft over $5,000",576,51.75
2014,Saskatchewan ,"Theft under $5,000",18374,1650.88
2014,Saskatchewan ,Trespass,74,6.65
2014,Saskatchewan ,Weapons violations,1003,90.12
2014,Yukon ,Attempted murder,0,0
2014,Yukon ,Child pornography,0,0
2014,Yukon ,Counterfeiting,0,0
2014,Yukon ,Drug violations,262,705.5
2014,Yukon ,Facilitate terrorist activit,1,2.69
2014,Yukon ,Firearms related crime,11,29.62
2014,Yukon ,Fraud,95,255.81
2014,Yukon ,Homicide,3,8.08
2014,Yukon ,Impaired driving,495,1332.9
2014,Yukon ,Motor vehicle theft,111,298.89
2014,Yukon ,Prostitution,2,5.39
2014,Yukon ,Public incitement of hatred,1,2.69
2014,Yukon ,Robbery,26,70.01
2014,Yukon ,Sexual violations against children,19,51.16
2014,Yukon ,"Theft over $5,000",26,70.01
2014,Yukon ,"Theft under $5,000",939,2528.48
2014,Yukon ,Trespass,3,8.08
2014,Yukon ,Weapons violations,44,118.48
2015,Alberta ,Attempted murder,68,1.64
2015,Alberta ,Child pornography,1,0.02
2015,Alberta ,Counterfeiting,164,3.96
2015,Alberta ,Drug violations,12832,309.62
2015,Alberta ,Facilitate terrorist activit,5,0.12
2015,Alberta ,Firearms related crime,483,11.65
2015,Alberta ,Fraud,16186,390.54
2015,Alberta ,Homicide,133,3.21
2015,Alberta ,Impaired driving,13040,314.63
2015,Alberta ,Motor vehicle theft,22457,541.85
2015,Alberta ,Prostitution,11,0.27
2015,Alberta ,Public incitement of hatred,7,0.17
2015,Alberta ,Robbery,3429,82.74
2015,Alberta ,Sexual violations against children,605,14.6
2015,Alberta ,"Theft over $5,000",3149,75.98
2015,Alberta ,"Theft under $5,000",84348,2035.18
2015,Alberta ,Trespass,363,8.76
2015,Alberta ,Weapons violations,3139,75.74
2015,British Columbia ,Attempted murder,129,2.7
2015,British Columbia ,Child pornography,879,18.4
2015,British Columbia ,Counterfeiting,102,2.14
2015,British Columbia ,Drug violations,22132,463.36
2015,British Columbia ,Facilitate terrorist activit,4,0.08
2015,British Columbia ,Firearms related crime,302,6.32
2015,British Columbia ,Fraud,15749,329.73
2015,British Columbia ,Homicide,97,2.03
2015,British Columbia ,Impaired driving,11615,243.18
2015,British Columbia ,Motor vehicle theft,14720,308.18
2015,British Columbia ,Prostitution,35,0.73
2015,British Columbia ,Public incitement of hatred,7,0.15
2015,British Columbia ,Robbery,3645,76.31
2015,British Columbia ,Sexual violations against children,655,13.71
2015,British Columbia ,"Theft over $5,000",2742,57.41
2015,British Columbia ,"Theft under $5,000",117005,2449.65
2015,British Columbia ,Trespass,851,17.82
2015,British Columbia ,Weapons violations,2828,59.21
2015,Manitoba ,Attempted murder,31,2.4
2015,Manitoba ,Child pornography,4,0.31
2015,Manitoba ,Counterfeiting,6,0.46
2015,Manitoba ,Drug violations,3069,237.5
2015,Manitoba ,Facilitate terrorist activit,0,0
2015,Manitoba ,Firearms related crime,195,15.09
2015,Manitoba ,Fraud,2980,230.61
2015,Manitoba ,Homicide,47,3.64
2015,Manitoba ,Impaired driving,2806,217.14
2015,Manitoba ,Motor vehicle theft,4123,319.06
2015,Manitoba ,Prostitution,9,0.7
2015,Manitoba ,Public incitement of hatred,2,0.15
2015,Manitoba ,Robbery,1668,129.08
2015,Manitoba ,Sexual violations against children,264,20.43
2015,Manitoba ,"Theft over $5,000",399,30.88
2015,Manitoba ,"Theft under $5,000",17887,1384.2
2015,Manitoba ,Trespass,54,4.18
2015,Manitoba ,Weapons violations,903,69.88
2015,New Brunswick ,Attempted murder,17,2.24
2015,New Brunswick ,Child pornography,2,0.26
2015,New Brunswick ,Counterfeiting,3,0.4
2015,New Brunswick ,Drug violations,1565,206.24
2015,New Brunswick ,Facilitate terrorist activit,0,0
2015,New Brunswick ,Firearms related crime,57,7.51
2015,New Brunswick ,Fraud,2093,275.81
2015,New Brunswick ,Homicide,11,1.45
2015,New Brunswick ,Impaired driving,1793,236.28
2015,New Brunswick ,Motor vehicle theft,933,122.95
2015,New Brunswick ,Prostitution,6,0.79
2015,New Brunswick ,Public incitement of hatred,0,0
2015,New Brunswick ,Robbery,153,20.16
2015,New Brunswick ,Sexual violations against children,143,18.84
2015,New Brunswick ,"Theft over $5,000",218,28.73
2015,New Brunswick ,"Theft under $5,000",9067,1194.85
2015,New Brunswick ,Trespass,152,20.03
2015,New Brunswick ,Weapons violations,225,29.65
2015,Newfoundland and Labrador,Attempted murder,4,0.76
2015,Newfoundland and Labrador,Child pornography,5,0.95
2015,Newfoundland and Labrador,Counterfeiting,2,0.38
2015,Newfoundland and Labrador,Drug violations,1098,207.91
2015,Newfoundland and Labrador,Facilitate terrorist activit,0,0
2015,Newfoundland and Labrador,Firearms related crime,46,8.71
2015,Newfoundland and Labrador,Fraud,1138,215.48
2015,Newfoundland and Labrador,Homicide,3,0.57
2015,Newfoundland and Labrador,Impaired driving,1370,259.41
2015,Newfoundland and Labrador,Motor vehicle theft,472,89.37
2015,Newfoundland and Labrador,Prostitution,0,0
2015,Newfoundland and Labrador,Public incitement of hatred,0,0
2015,Newfoundland and Labrador,Robbery,187,35.41
2015,Newfoundland and Labrador,Sexual violations against children,101,19.12
2015,Newfoundland and Labrador,"Theft over $5,000",223,42.23
2015,Newfoundland and Labrador,"Theft under $5,000",5893,1115.85
2015,Newfoundland and Labrador,Trespass,18,3.41
2015,Newfoundland and Labrador,Weapons violations,180,34.08
2015,Northwest Territories ,Attempted murder,3,6.78
2015,Northwest Territories ,Child pornography,0,0
